magnitude,date,felt,cdi,mmi,alert,status,tsunami,sig,net,sources,types,nst,dmin,rms,gap,magType,depth,latitude,longitude,distanceKM,continent,country,subnational,timezone,year,month,day
4.0,2024-08-30 18:21:57,1,2,3,Unknown,reviewed,0,246,ak,",ak,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.79,0.0,ml,48.4,52.6577,-168.78,31,Unknown,Ocean/Offshore,Unknown,-660,2024,8,30
4.8,2024-08-27 22:12:02,6,3,4,Unknown,reviewed,0,356,us,",us,ak,",",dyfi,moment-tensor,origin,phase-data,shakemap,",87,0.633,0.82,83.0,mb,66.53,54.3454,-162.778,69,North America,United States of America (the),Alaska,-480,2024,8,27
3.9,2024-08-27 15:01:00,0,0,3,Unknown,reviewed,0,234,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.72,0.0,ml,25.4,54.5066,-159.779,103,Unknown,Ocean/Offshore,Unknown,-660,2024,8,27
4.0,2024-08-27 15:01:00,0,0,3,Unknown,reviewed,0,246,us,",ak,us,",",origin,phase-data,shakemap,",30,1.028,0.47,196.0,ml,35.0,54.4421,-159.647,113,Unknown,Ocean/Offshore,Unknown,-660,2024,8,27
5.0,2024-08-26 15:49:43,1,3,4,Unknown,reviewed,1,385,ak,",at,ak,",",dyfi,impact-link,origin,phase-data,shakemap,",0,0.0,0.53,0.0,ml,25.0,54.5449,-159.729,100,Unknown,Ocean/Offshore,Unknown,-660,2024,8,26
5.1,2024-08-26 15:49:41,2,3,4,Unknown,reviewed,1,401,us,",at,ak,us,usauto,",",dyfi,impact-link,internal-moment-tensor,moment-tensor,oaf,origin,phase-data,shakemap,",127,0.925,0.86,68.0,mww,28.58,54.5455,-159.689,102,Unknown,Ocean/Offshore,Unknown,-660,2024,8,26
5.0,2024-08-26 15:49:40,1,3,4,Unknown,REVIEWED,1,385,at,",at,ak,",",dyfi,impact-link,origin,shakemap,",32,0.988147,0.51,201.6,Ml,12.0,54.514,-159.567,109,Unknown,Ocean/Offshore,Unknown,-660,2024,8,26
3.6,2024-08-25 20:48:58,0,0,1,Unknown,automatic,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.6,0.0,ml,39.8,54.4397,-160.234,101,Unknown,Ocean/Offshore,Unknown,-660,2024,8,25
3.6,2024-08-25 20:48:57,0,0,1,Unknown,reviewed,0,199,us,",ak,us,",",origin,phase-data,shakemap,",51,1.009,0.74,203.0,ml,35.0,54.3575,-160.179,110,Unknown,Ocean/Offshore,Unknown,-660,2024,8,25
3.9,2024-08-23 21:08:37,0,0,3,Unknown,reviewed,0,234,us,",ak,us,",",origin,phase-data,shakemap,",38,0.395,0.8,183.0,mb,141.837,52.2687,-173.565,44,North America,United States of America (the),Alaska,-540,2024,8,23
3.1,2024-08-23 05:36:55,1,2,3,Unknown,automatic,0,148,ak,",ak,us,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.25,0.0,ml,41.3,61.0968,-150.826,14,North America,United States of America (the),Alaska,-480,2024,8,23
4.4,2024-08-22 09:52:55,0,0,1,Unknown,reviewed,0,298,us,",ak,us,",",origin,phase-data,shakemap,",59,1.694,1.17,196.0,mb,22.817,50.5904,-173.373,187,Unknown,Ocean/Offshore,Unknown,-720,2024,8,22
3.8,2024-08-22 02:40:21,35,3,3,Unknown,reviewed,0,234,ak,",ak,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.54,0.0,ml,18.9,61.259,-147.016,39,North America,United States of America (the),Alaska,-480,2024,8,22
3.3,2024-08-20 17:50:08,5,3,3,Unknown,reviewed,0,169,ak,",ak,us,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.62,0.0,ml,0.3,59.0181,-134.506,50,North America,United States of America (the),Alaska,-480,2024,8,20
3.5,2024-08-19 13:46:42,0,0,2,Unknown,reviewed,0,188,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.58,0.0,ml,10.0,49.6314,-178.31,276,Unknown,Ocean/Offshore,Unknown,-720,2024,8,19
4.0,2024-08-19 13:46:40,0,0,2,Unknown,reviewed,0,246,us,",ak,us,",",origin,phase-data,shakemap,",42,1.752,0.74,256.0,mb,10.0,49.813,-178.305,254,Unknown,Ocean/Offshore,Unknown,-720,2024,8,19
3.6,2024-08-18 06:00:17,0,1,3,Unknown,reviewed,0,199,ak,",us,ak,",",dyfi,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.63,0.0,ml,15.3,60.0304,-143.176,154,North America,United States of America (the),Alaska,-480,2024,8,18
3.7,2024-08-16 15:34:26,240,3,3,Unknown,reviewed,0,292,ak,",us,ak,",",dyfi,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.54,0.0,ml,38.7,61.2172,-149.616,6,North America,United States of America (the),Alaska,-480,2024,8,16
3.8,2024-08-15 22:28:35,0,0,1,Unknown,reviewed,0,222,us,",ak,us,",",origin,phase-data,shakemap,",28,0.895,0.76,229.0,ml,10.0,52.8357,-166.776,116,Unknown,Ocean/Offshore,Unknown,-660,2024,8,15
3.6,2024-08-15 22:28:35,0,0,1,Unknown,reviewed,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.7,0.0,ml,7.9,52.7645,-166.697,123,Unknown,Ocean/Offshore,Unknown,-660,2024,8,15
3.5,2024-08-15 13:36:41,0,0,3,Unknown,reviewed,0,188,ak,",ak,us,",",moment-tensor,origin,phase-data,shakemap,",0,0.0,0.65,0.0,ml,30.9,61.5986,-146.305,49,North America,United States of America (the),Alaska,-480,2024,8,15
3.6,2024-08-14 03:57:09,0,0,3,Unknown,reviewed,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.85,0.0,ml,32.0,68.1761,-136.343,110,North America,Canada,Northwest Territories,-360,2024,8,14
3.7,2024-08-14 03:57:06,0,0,3,Unknown,reviewed,0,211,us,",ak,us,",",origin,phase-data,shakemap,",32,1.051,0.45,136.0,ml,10.334,68.1507,-136.313,109,North America,Canada,Northwest Territories,-360,2024,8,14
3.6,2024-08-13 17:37:53,0,0,1,Unknown,reviewed,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.66,0.0,ml,20.1,50.3633,-173.44,210,Unknown,Ocean/Offshore,Unknown,-720,2024,8,13
4.0,2024-08-13 17:37:52,0,0,1,Unknown,reviewed,0,246,us,",ak,us,",",origin,phase-data,shakemap,",40,1.895,0.76,186.0,mb,19.601,50.2648,-173.472,209,Unknown,Ocean/Offshore,Unknown,-720,2024,8,13
3.6,2024-08-13 06:33:15,1,2,2,Unknown,reviewed,0,200,ak,",us,ak,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.91,0.0,ml,11.1,57.1827,-151.715,56,Unknown,Ocean/Offshore,Unknown,-600,2024,8,13
3.2,2024-08-11 18:21:47,0,0,3,Unknown,reviewed,0,158,ak,",us,ak,",",origin,phase-data,shakemap,",0,0.0,0.53,0.0,ml,64.8,56.4659,-156.55,113,Unknown,Ocean/Offshore,Unknown,-600,2024,8,11
3.8,2024-08-10 07:23:52,0,0,1,Unknown,reviewed,0,222,ak,",us,ak,",",origin,phase-data,shakemap,",0,0.0,0.56,0.0,ml,4.7,55.7541,-154.19,145,Unknown,Ocean/Offshore,Unknown,-600,2024,8,10
3.5,2024-08-09 17:05:25,0,0,3,Unknown,reviewed,0,188,ak,",us,ak,",",origin,phase-data,shakemap,",0,0.0,0.57,0.0,ml,44.3,58.2943,-151.695,62,North America,United States of America (the),Alaska,-480,2024,8,9
3.1,2024-08-09 11:10:32,1,2,2,Unknown,automatic,0,148,ak,",ak,us,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.78,0.0,ml,34.9,61.5173,-150.699,10,North America,United States of America (the),Alaska,-480,2024,8,9
3.5,2024-08-08 15:17:00,0,0,2,Unknown,reviewed,0,188,us,",ak,us,",",origin,phase-data,shakemap,",21,0.665,0.4,202.0,mb,35.0,51.6689,-174.864,73,Unknown,Ocean/Offshore,Unknown,-720,2024,8,8
3.7,2024-08-08 15:17:00,0,0,2,Unknown,reviewed,0,211,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.71,0.0,ml,40.7,51.7246,-174.889,70,Unknown,Ocean/Offshore,Unknown,-720,2024,8,8
3.5,2024-08-07 12:07:28,0,0,1,Unknown,reviewed,0,188,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.86,0.0,ml,12.0,50.5619,-170.455,286,Unknown,Ocean/Offshore,Unknown,-660,2024,8,7
3.8,2024-08-07 12:07:22,2,2,1,Unknown,reviewed,0,223,us,",us,ak,",",dyfi,origin,phase-data,shakemap,",48,2.914,0.55,230.0,mb,10.0,50.4982,-170.471,297,Unknown,Ocean/Offshore,Unknown,-660,2024,8,7
4.0,2024-08-02 19:12:21,0,0,1,Unknown,reviewed,0,246,us,",us,ak,",",moment-tensor,origin,phase-data,shakemap,",94,1.02,0.92,132.0,mwr,8.764,52.6053,-166.906,137,Unknown,Ocean/Offshore,Unknown,-660,2024,8,2
3.6,2024-08-02 19:12:20,0,0,1,Unknown,reviewed,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,2.52,0.0,ml,3.5,52.5603,-166.896,139,Unknown,Ocean/Offshore,Unknown,-660,2024,8,2
3.6,2024-08-02 03:04:58,0,0,2,Unknown,reviewed,0,199,us,",ak,us,",",origin,phase-data,shakemap,",25,0.528,0.47,161.0,ml,50.524,53.5336,-165.752,62,Unknown,Ocean/Offshore,Unknown,-660,2024,8,2
5.6,2024-08-01 10:03:16,2,4,4,green,reviewed,1,483,us,",us,at,usauto,ak,",",dyfi,ground-failure,impact-link,internal-moment-tensor,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",140,1.322,0.81,46.0,mww,34.21,54.1094,-159.702,145,Unknown,Ocean/Offshore,Unknown,-660,2024,8,1
5.4,2024-08-01 10:03:15,0,0,4,Unknown,reviewed,1,449,ak,",at,ak,",",impact-link,origin,phase-data,shakemap,",0,0.0,0.49,0.0,ml,14.8,54.0955,-159.699,147,Unknown,Ocean/Offshore,Unknown,-660,2024,8,1
5.4,2024-08-01 10:03:15,0,0,3,Unknown,REVIEWED,1,449,at,",at,ak,",",impact-link,origin,shakemap,",63,1.42383,0.85,212.4,Mi,87.0,54.038,-159.522,157,Unknown,Ocean/Offshore,Unknown,-660,2024,8,1
3.8,2024-07-31 21:37:52,3,3,3,Unknown,reviewed,0,223,ak,",us,ak,",",dyfi,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.75,0.0,ml,31.1,60.9847,-148.283,33,North America,United States of America (the),Alaska,-480,2024,7,31
4.6,2024-07-31 08:20:43,28,4,4,green,reviewed,1,337,ak,",ak,at,us,",",dyfi,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.5,0.0,mwr,8.3,59.1053,-139.141,68,North America,United States of America (the),Alaska,-480,2024,7,31
4.1,2024-07-31 06:00:25,0,0,1,Unknown,reviewed,0,259,us,",us,ak,",",moment-tensor,origin,phase-data,shakemap,",75,1.127,1.3,164.0,mwr,10.0,53.3838,-163.613,149,Unknown,Ocean/Offshore,Unknown,-660,2024,7,31
5.1,2024-07-29 04:49:29,0,0,4,Unknown,REVIEWED,1,400,at,",at,ak,",",impact-link,origin,shakemap,",41,0.0,1.18,140.4,Ml,44.0,52.306,-174.645,32,North America,United States of America (the),Alaska,-540,2024,7,29
4.8,2024-07-29 04:49:27,2,3,4,Unknown,reviewed,1,355,us,",ak,us,at,",",dyfi,impact-link,origin,phase-data,shakemap,",124,0.259,0.48,56.0,mww,69.273,52.042,-174.531,28,North America,United States of America (the),Alaska,-540,2024,7,29
5.2,2024-07-29 04:49:26,2,3,4,Unknown,reviewed,1,417,ak,",ak,at,",",dyfi,impact-link,origin,phase-data,shakemap,",0,0.0,0.46,0.0,ml,52.8,51.8371,-174.491,44,North America,United States of America (the),Alaska,-540,2024,7,29
3.9,2024-07-29 04:05:38,0,0,2,Unknown,reviewed,0,234,us,",ak,us,",",origin,phase-data,shakemap,",64,0.682,0.89,143.0,mb,10.0,51.626,-175.072,92,Unknown,Ocean/Offshore,Unknown,-720,2024,7,29
3.5,2024-07-28 04:10:53,0,0,1,Unknown,reviewed,0,188,us,",ak,us,",",origin,phase-data,shakemap,",29,0.903,1.24,164.0,ml,35.0,53.68,-164.273,112,Unknown,Ocean/Offshore,Unknown,-660,2024,7,28
4.5,2024-07-27 18:12:14,31,4,3,Unknown,reviewed,1,323,ak,",us,ak,at,",",dyfi,impact-link,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.87,0.0,mww,87.8,60.3148,-152.365,47,North America,United States of America (the),Alaska,-480,2024,7,27
3.5,2024-07-27 15:19:26,0,0,4,Unknown,reviewed,0,188,ak,",us,ak,",",moment-tensor,origin,phase-data,shakemap,",0,0.0,0.82,0.0,ml,5.7,67.8947,-160.842,88,North America,United States of America (the),Alaska,-480,2024,7,27
4.2,2024-07-24 10:05:32,0,0,1,Unknown,reviewed,0,271,us,",ak,us,",",origin,phase-data,shakemap,",94,0.848,0.64,41.0,mb,253.714,54.1392,-169.371,142,Unknown,Ocean/Offshore,Unknown,-660,2024,7,24
3.9,2024-07-24 09:37:54,5,3,3,Unknown,reviewed,0,235,ak,",ak,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.72,0.0,ml,90.0,62.9194,-150.38,51,North America,United States of America (the),Alaska,-480,2024,7,24
3.7,2024-07-24 09:07:44,0,0,2,Unknown,reviewed,0,211,us,",ak,us,",",origin,phase-data,shakemap,",65,0.717,1.14,157.0,mb,44.879,54.2124,-162.474,89,North America,United States of America (the),Alaska,-480,2024,7,24
4.0,2024-07-24 03:09:20,0,0,1,Unknown,reviewed,0,246,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.43,0.0,ml,35.6,50.4551,-175.92,165,Unknown,Ocean/Offshore,Unknown,-720,2024,7,24
4.6,2024-07-24 03:09:18,0,0,1,Unknown,reviewed,0,326,us,",ak,us,",",origin,phase-data,shakemap,",68,1.473,0.51,130.0,mb,10.0,50.5048,-175.929,168,Unknown,Ocean/Offshore,Unknown,-720,2024,7,24
4.2,2024-07-24 03:08:13,0,0,4,Unknown,reviewed,0,271,ak,",us,ak,",",moment-tensor,origin,phase-data,shakemap,",0,0.0,0.87,0.0,mwr,2.8,67.8725,-160.84,88,North America,United States of America (the),Alaska,-480,2024,7,24
4.7,2024-07-23 08:17:57,0,0,2,Unknown,reviewed,0,340,ak,",us,ak,",",moment-tensor,origin,phase-data,shakemap,",0,0.0,0.67,0.0,mwr,9.8,55.0344,-157.609,143,Unknown,Ocean/Offshore,Unknown,-660,2024,7,23
3.5,2024-07-23 08:17:36,1,3,2,Unknown,reviewed,0,189,ak,",ak,us,",",dyfi,origin,phase-data,shakemap,",0,0.0,0.43,0.0,ml,9.4,55.0747,-157.665,141,Unknown,Ocean/Offshore,Unknown,-660,2024,7,23
3.6,2024-07-22 01:52:59,0,0,2,Unknown,reviewed,0,199,us,",ak,us,",",origin,phase-data,shakemap,",12,0.115,0.19,159.0,ml,193.361,52.1762,-174.341,12,North America,United States of America (the),Alaska,-540,2024,7,22
3.9,2024-07-19 04:03:40,0,0,1,Unknown,reviewed,0,234,us,",ak,us,",",origin,phase-data,shakemap,",46,0.863,0.99,141.0,mb,50.42,52.0532,-170.775,161,Unknown,Ocean/Offshore,Unknown,-660,2024,7,19
3.6,2024-07-19 04:03:38,0,0,1,Unknown,reviewed,0,199,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.65,0.0,ml,25.7,52.0045,-170.791,167,Unknown,Ocean/Offshore,Unknown,-660,2024,7,19
6.0,2024-07-19 03:13:47,2,3,4,green,reviewed,1,555,us,",at,us,pt,ak,",",dyfi,ground-failure,impact-link,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",147,0.93,0.76,59.0,mwr,40.972,52.1259,-170.932,168,Unknown,Ocean/Offshore,Unknown,-660,2024,7,19
5.9,2024-07-19 03:13:46,1,3,4,Unknown,REVIEWED,1,536,at,",at,ak,",",dyfi,impact-link,origin,shakemap,",40,1.66188,0.93,212.4,Mi,39.0,51.777,-170.741,181,Unknown,Ocean/Offshore,Unknown,-660,2024,7,19
3.7,2024-07-18 21:49:26,0,0,3,Unknown,reviewed,0,211,us,",ak,us,",",origin,phase-data,shakemap,",94,0.139,0.58,104.0,mb,82.626,51.6083,-178.997,166,North America,United States of America (the),Alaska,-540,2024,7,18
3.9,2024-07-18 12:26:21,0,0,1,Unknown,reviewed,0,234,ak,",ak,",",origin,phase-data,shakemap,",0,0.0,0.78,0.0,ml,1.9,53.0155,-158.202,298,Unknown,Ocean/Offshore,Unknown,-660,2024,7,18
4.1,2024-07-18 12:26:15,0,0,1,Unknown,reviewed,0,259,us,",ak,us,",",origin,phase-data,shakemap,",65,2.807,0.64,170.0,mb,10.0,52.8906,-158.04,0,Unknown,Ocean/Offshore,Unknown,-660,2024,7,18
3.6,2024-07-17 17:55:19,2,3,3,Unknown,reviewed,0,200,ak,",us,ak,",",dyfi,moment-tensor,origin,phase-data,shakemap,",0,0.0,0.84,0.0,ml,10.8,59.0708,-137.916,113,North America,United States of America (the),Alaska,-480,2024,7,17
4.2,2024-07-15 13:25:58,0,0,1,Unknown,reviewed,0,271,us,",us,ak,",",moment-tensor,origin,phase-data,shakemap,",59,0.958,0.59,186.0,mwr,40.163,52.1227,-170.579,158,Unknown,Ocean/Offshore,Unknown,-660,2024,7,15
5.6,2024-04-18 15:11:25,11,7,6,green,reviewed,0,490,us,",us,usauto,pt,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",73,1.138,0.6,43.0,mww,16.0,39.9972,35.9796,11,Asia,Turkiye,Tokat,180,2024,4,18
5.8,2024-03-29 07:12:48,30,7,5,green,reviewed,0,539,us,",us,usauto,pt,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",209,0.553,1.16,32.0,mww,26.873,37.3286,21.3156,34,Europe,Greece,Unknown,60,2024,3,29
5.4,2024-03-14 03:06:47,248,9,6,green,reviewed,0,664,us,",us,usauto,pt,",",dyfi,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",196,0.673,0.88,29.0,mww,16.067,42.9936,18.6796,22,Europe,Montenegro,Opstina Niksic,60,2024,3,14
5.4,2023-12-07 04:15:39,65,4,4,green,reviewed,0,477,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",228,1.869,1.14,30.0,mww,39.269,41.1549,49.7415,44,Asia,Ocean/Offshore,Unknown,180,2023,12,7
4.8,2023-11-10 15:36:29,1,3,5,green,reviewed,0,355,us,",us,",",dyfi,earthquake-name,losspager,origin,phase-data,shakemap,",70,2.656,0.8,56.0,mww,10.0,32.797,47.6372,28,Asia,Iran (Islamic Republic of),Ilam Province,210,2023,11,10
5.2,2023-08-10 17:48:01,12,6,6,green,reviewed,0,423,us,",us,usauto,",",dyfi,impact-text,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",114,0.832,0.87,30.0,mww,10.0,38.2787,38.2053,5,Asia,Turkiye,Malatya,180,2023,8,10
5.5,2023-07-25 05:44:51,29,6,6,green,reviewed,0,484,us,",us,usauto,",",dyfi,impact-text,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",113,0.315,0.41,56.0,mww,13.116,37.5831,35.9568,18,Asia,Turkiye,Adana,180,2023,7,25
5.3,2023-07-03 20:01:49,116,7,4,green,reviewed,0,515,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",103,2.392,0.96,31.0,mww,53.0,41.746,49.2837,49,Asia,Ocean/Offshore,Unknown,180,2023,7,3
6.1,2024-08-28 21:57:56,98,5,5,green,reviewed,0,618,us,",us,usauto,pt,at,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",83,0.662,1.44,151.0,mww,33.882,12.998,-89.5623,60,Unknown,Ocean/Offshore,Unknown,-360,2024,8,28
3.6,2024-08-14 07:12:30,3,4,4,Unknown,reviewed,0,201,us,",us,",",dyfi,origin,phase-data,shakemap,",47,0.127,0.69,32.0,mb_lg,5.0,32.7843,-100.667,18,North America,United States of America (the),Texas,-300,2024,8,14
3.6,2024-08-14 07:12:29,9,5,4,Unknown,reviewed,0,204,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",13,0.1,0.1,61.0,ml,3.7842,32.781,-100.703,16,North America,United States of America (the),Texas,-300,2024,8,14
5.4,2024-08-05 19:02:59,15,5,4,green,reviewed,0,456,us,",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",112,1.808,1.13,80.0,mww,140.0,16.9087,-93.8167,17,North America,Mexico,Estado de Chiapas,-360,2024,8,5
3.6,2024-07-30 17:43:09,1,2,4,Unknown,reviewed,0,200,us,",us,",",dyfi,origin,phase-data,shakemap,",38,0.112,0.68,37.0,mb_lg,1.155,32.7522,-100.646,16,North America,United States of America (the),Texas,-300,2024,7,30
3.8,2024-07-30 17:43:08,10,3,4,Unknown,reviewed,0,226,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",29,0.1,0.2,81.0,ml,8.1299,32.744,-100.649,15,North America,United States of America (the),Texas,-300,2024,7,30
4.1,2024-07-27 21:08:32,53,6,5,green,reviewed,0,288,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",37,0.112,0.47,36.0,mwr,5.0,32.7758,-100.685,17,North America,United States of America (the),Texas,-300,2024,7,27
4.8,2024-07-26 14:28:29,171,6,6,green,reviewed,0,459,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",28,0.104,0.49,37.0,mww,1.534,32.7457,-100.67,16,North America,United States of America (the),Texas,-300,2024,7,26
5.1,2024-07-26 14:28:29,2610,6,6,green,reviewed,0,1010,tx,",us,tx,",",dyfi,ground-failure,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",38,0.1,0.3,30.0,ml,3.2959,32.746,-100.692,17,North America,United States of America (the),Texas,-300,2024,7,26
4.1,2024-07-25 02:57:43,10,4,5,green,reviewed,0,263,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",39,0.116,0.67,36.0,mb,5.0,32.7632,-100.653,17,North America,United States of America (the),Texas,-300,2024,7,25
4.0,2024-07-25 02:57:42,27,4,5,green,reviewed,0,257,tx,",us,tx,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",33,0.1,0.4,56.0,ml,3.0029,32.74,-100.732,16,North America,United States of America (the),Texas,-300,2024,7,25
4.4,2024-07-23 03:46:25,81,5,4,green,reviewed,0,341,tx,",us,tx,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",25,0.1,0.3,56.0,ml,3.2959,32.769,-100.67,16,North America,United States of America (the),Texas,-300,2024,7,23
4.9,2024-07-23 03:38:42,1973,6,5,green,reviewed,0,949,tx,",tx,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",37,0.1,0.4,48.0,ml,3.1982,32.753,-100.638,17,North America,United States of America (the),Texas,-300,2024,7,23
6.2,2024-07-21 02:53:48,85,4,4,green,reviewed,0,626,us,",us,usauto,pt,at,",",dyfi,ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",138,0.573,1.12,29.0,mww,262.297,14.5566,-89.9665,7,North America,Guatemala,Departamento de Jalapa,-360,2024,7,21
3.7,2024-07-19 11:21:20,0,0,4,Unknown,reviewed,0,211,us,",us,",",origin,phase-data,shakemap,",63,0.426,0.64,29.0,mb_lg,6.304,32.3377,-101.052,4,North America,United States of America (the),Texas,-300,2024,7,19
3.6,2024-07-19 11:21:20,6,4,4,Unknown,reviewed,0,202,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",34,0.2,0.1,44.0,ml,8.6182,32.33,-101.08,6,North America,United States of America (the),Texas,-300,2024,7,19
3.3,2024-06-26 23:08:56,2,2,4,Unknown,reviewed,0,168,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",19,0.2,0.1,68.0,ml,7.8369,32.15,-101.083,24,North America,United States of America (the),Texas,-300,2024,6,26
3.4,2024-06-19 23:31:59,0,0,4,Unknown,reviewed,0,178,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",39,0.1,0.1,63.0,ml,6.2665,31.681,-104.183,54,North America,United States of America (the),Texas,-300,2024,6,19
3.7,2024-06-16 18:47:44,1,2,4,Unknown,reviewed,0,211,tx,",tx,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",38,0.0,0.2,65.0,ml,4.9207,31.68,-104.394,54,North America,United States of America (the),Texas,-300,2024,6,16
3.9,2024-06-16 18:47:43,0,0,4,Unknown,reviewed,0,234,us,",us,",",origin,phase-data,shakemap,",43,0.114,0.69,65.0,mb,5.0,31.594,-104.399,64,North America,United States of America (the),Texas,-300,2024,6,16
3.7,2024-06-02 15:27:51,0,0,4,Unknown,reviewed,0,211,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",24,0.1,0.1,61.0,ml,6.0999,31.679,-104.194,55,North America,United States of America (the),Texas,-300,2024,6,2
3.5,2024-06-02 00:04:18,1,1,4,Unknown,reviewed,0,189,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",43,0.0,0.1,56.0,ml,6.2408,31.69,-104.404,53,North America,United States of America (the),Texas,-300,2024,6,2
4.1,2024-05-28 11:51:10,9,5,4,green,reviewed,0,263,tx,",us,tx,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",33,0.1,0.1,65.0,ml,5.9076,31.674,-104.189,55,North America,United States of America (the),Texas,-300,2024,5,28
3.8,2024-05-28 11:51:10,2,5,5,Unknown,reviewed,0,223,us,",us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",32,0.242,0.36,52.0,mwr,3.902,31.6733,-104.215,56,North America,United States of America (the),Texas,-300,2024,5,28
3.9,2024-05-28 02:04:35,1,2,4,Unknown,reviewed,0,234,tx,",tx,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",19,0.1,0.1,69.0,ml,7.5354,31.681,-104.201,55,North America,United States of America (the),Texas,-300,2024,5,28
3.4,2024-05-21 14:06:54,0,0,4,Unknown,reviewed,0,178,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",37,0.1,0.2,70.0,ml,6.8433,31.616,-104.498,63,North America,United States of America (the),Texas,-300,2024,5,21
6.4,2024-05-12 11:39:12,158,7,6,yellow,reviewed,0,762,us,",us,usauto,at,pt,",",dyfi,ground-failure,impact-text,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",267,0.515,1.05,30.0,mww,61.91,14.4518,-92.363,28,North America,Mexico,Unknown,-360,2024,5,12
3.8,2024-05-10 20:31:54,1,3,4,Unknown,reviewed,0,222,tx,",tx,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",42,0.1,0.1,61.0,ml,6.1383,31.667,-104.196,54,North America,United States of America (the),Texas,-300,2024,5,10
3.5,2024-05-07 19:46:11,0,0,4,Unknown,reviewed,0,188,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",40,0.1,0.1,61.0,ml,6.5228,31.67,-104.193,54,North America,United States of America (the),Texas,-300,2024,5,7
3.5,2024-05-07 08:53:25,1,2,4,Unknown,reviewed,0,189,tx,",tx,us,",",dyfi,origin,phase-data,shakemap,",36,0.0,0.1,67.0,ml,6.2024,31.667,-104.312,56,North America,United States of America (the),Texas,-300,2024,5,7
