magnitude,date,felt,cdi,mmi,alert,status,tsunami,sig,net,sources,types,nst,dmin,rms,gap,magType,depth,latitude,longitude,distanceKM,continent,country,subnational,timezone,year,month,day
4.8,2024-09-17 00:49:42,1893,6,5,green,reviewed,0,994,us,",us,tx,",",dyfi,ground-failure,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",37,0.287,0.48,70.0,mww,4.044,32.3984,-102.044,33,North America,United States of America (the),Texas,-300,2024,9,17
5.1,2024-09-17 00:49:42,2042,6,5,green,reviewed,0,1040,tx,",us,tx,",",dyfi,ground-failure,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",24,0.0,0.1,38.0,ml,6.1279,32.414,-102.057,34,North America,United States of America (the),Texas,-300,2024,9,17
3.7,2024-09-16 11:22:08,1580,4,4,Unknown,reviewed,0,591,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",135,0.03294,0.28,99.0,ml,10.9,34.0678,-118.807,6,North America,United States of America (the),California,-420,2024,9,16
3.9,2024-09-14 17:01:06,5,3,4,green,reviewed,0,236,tx,",us,tx,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",38,0.0,0.1,65.0,ml,6.2024,31.647,-104.45,58,North America,United States of America (the),Texas,-300,2024,9,14
4.1,2024-09-14 17:01:06,4,3,4,green,reviewed,0,260,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",28,0.043,0.26,67.0,mb,8.814,31.6323,-104.473,60,North America,United States of America (the),Texas,-300,2024,9,14
3.23,2024-09-13 11:56:39,472,4,3,Unknown,reviewed,0,340,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",131,0.03137,0.26,88.0,ml,10.95,34.0637,-118.812,6,North America,United States of America (the),California,-420,2024,9,13
3.43,2024-09-12 16:37:32,234,4,3,Unknown,reviewed,0,277,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",111,0.02408,0.29,92.0,ml,11.02,34.0588,-118.799,5,North America,United States of America (the),California,-420,2024,9,12
3.44,2024-09-12 15:40:49,225,4,3,Unknown,reviewed,0,272,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",115,0.02561,0.31,84.0,ml,10.93,34.0682,-118.8,7,North America,United States of America (the),California,-420,2024,9,12
4.69,2024-09-12 14:28:21,18592,5,5,green,reviewed,1,818,ci,",ew,ci,at,us,",",dyfi,focal-mechanism,impact-link,losspager,moment-tensor,nearby-cities,oaf,origin,phase-data,scitech-link,shake-alert,shakemap,",145,0.03238,0.29,101.0,mw,11.35,34.0703,-118.808,6,North America,United States of America (the),California,-420,2024,9,12
3.5,2024-09-11 08:31:01,0,0,3,Unknown,reviewed,0,188,nn,",us,nn,",",origin,phase-data,shakemap,",14,0.301,0.1665,147.85,ml,11.8,37.6127,-115.303,7,North America,United States of America (the),Nevada,-420,2024,9,11
3.8,2024-09-10 18:03:00,5,3,4,green,reviewed,0,224,tx,",tx,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",32,0.1,0.2,66.0,ml,6.1511,31.641,-104.356,56,North America,United States of America (the),Texas,-300,2024,9,10
3.3,2024-09-09 09:50:37,1,3,4,Unknown,reviewed,0,168,tx,",tx,us,",",dyfi,origin,phase-data,shakemap,",34,0.0,0.1,70.0,ml,7.0227,31.586,-104.55,61,North America,United States of America (the),Texas,-300,2024,9,9
3.8,2024-09-08 02:37:22,2,3,4,Unknown,reviewed,0,223,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",45,0.0,0.1,66.0,ml,6.0999,31.663,-104.452,57,North America,United States of America (the),Texas,-300,2024,9,8
3.9,2024-09-08 02:37:22,1,3,4,Unknown,reviewed,0,234,us,",us,",",dyfi,origin,phase-data,shakemap,",32,0.048,0.23,67.0,ml,10.0,31.6305,-104.466,61,North America,United States of America (the),Texas,-300,2024,9,8
3.35,2024-09-08 02:16:27,13,4,4,Unknown,reviewed,0,178,uu,",uu,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",41,0.08871,0.19,92.0,ml,4.98,41.5833,-112.42,15,North America,United States of America (the),Utah,-360,2024,9,8
3.94,2024-09-07 17:34:20,2756,5,5,Unknown,reviewed,1,769,ci,",ci,ew,ci,at,us,",",associate,dyfi,focal-mechanism,impact-link,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",171,0.01545,0.23,15.0,mw,4.84,34.0297,-117.586,4,North America,United States of America (the),California,-420,2024,9,7
3.45,2024-09-07 17:05:45,824,4,4,Unknown,reviewed,0,513,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",152,0.01628,0.22,20.0,ml,5.96,34.0227,-117.593,5,North America,United States of America (the),California,-420,2024,9,7
3.09,2024-09-07 14:31:32,6,4,4,Unknown,reviewed,0,149,nc,",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",76,0.006999,0.08,39.0,ml,-0.25,38.7893,-122.734,3,North America,United States of America (the),California,-420,2024,9,7
4.28,2024-09-07 14:30:36,241,5,5,green,reviewed,1,398,nc,",ew,nc,at,us,",",dyfi,focal-mechanism,impact-link,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",121,0.009855,0.1,17.0,mw,0.16,38.7765,-122.746,1,North America,United States of America (the),California,-420,2024,9,7
3.17,2024-09-07 06:03:42,11,3,2,Unknown,reviewed,0,158,ci,",ci,us,",",dyfi,nearby-cities,origin,phase-data,scitech-link,shakemap,",94,0.1793,0.32,143.0,ml,-0.1,33.7255,-118.599,22,Unknown,United States of America (the),Unknown,-420,2024,9,7
3.47,2024-09-06 12:07:06,49,3,4,Unknown,reviewed,0,202,nc,",nc,nn,us,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",32,0.1282,0.12,53.0,mw,5.29,38.6982,-119.598,18,North America,United States of America (the),California,-420,2024,9,6
3.32,2024-09-05 20:04:29,27,3,3,Unknown,reviewed,0,178,nc,",nc,us,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",66,0.02036,0.12,49.0,mw,11.39,36.07,-120.167,8,North America,United States of America (the),California,-420,2024,9,5
3.1,2024-09-04 21:31:11,0,0,3,Unknown,reviewed,0,148,nn,",us,nn,",",origin,phase-data,shakemap,",24,0.196,0.187,114.78,ml,8.3,37.741,-117.142,8,North America,United States of America (the),Nevada,-420,2024,9,4
3.1,2024-09-04 21:31:10,0,0,3,Unknown,reviewed,0,148,us,",us,",",origin,phase-data,shakemap,",10,0.453,0.67,124.0,ml,5.0,37.743,-117.134,9,North America,United States of America (the),Nevada,-420,2024,9,4
3.0,2024-09-04 21:30:35,0,0,3,Unknown,reviewed,0,138,us,",us,",",origin,phase-data,shakemap,",32,0.5,0.69,38.0,ml,5.0,37.7769,-117.067,16,North America,United States of America (the),Nevada,-420,2024,9,4
3.46,2024-09-03 12:11:58,11,3,3,Unknown,reviewed,0,187,nc,",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",34,0.1385,0.07,64.0,ml,9.43,37.432,-118.758,14,North America,United States of America (the),California,-420,2024,9,3
3.14,2024-09-02 11:34:26,5,3,2,Unknown,reviewed,0,153,ci,",ci,us,",",dyfi,nearby-cities,origin,phase-data,scitech-link,shakemap,",89,0.1739,0.37,138.0,ml,-0.11,33.7102,-118.628,21,Unknown,United States of America (the),Unknown,-420,2024,9,2
3.4,2024-09-01 11:01:44,71,3,4,Unknown,reviewed,0,198,nc,",nc,nn,us,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",35,0.02849,0.05,64.0,mw,3.36,37.4332,-118.469,7,North America,United States of America (the),California,-420,2024,9,1
3.5,2024-09-01 08:47:07,4,3,3,Unknown,reviewed,0,190,us,",us,mb,",",dyfi,origin,phase-data,shakemap,",34,0.441,0.43,52.0,ml,23.624,47.3504,-113.16,31,North America,United States of America (the),Montana,-360,2024,9,1
3.4,2024-08-31 10:01:04,0,0,4,Unknown,reviewed,0,178,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",25,0.1,0.1,50.0,ml,6.0999,31.608,-103.99,39,North America,United States of America (the),Texas,-300,2024,8,31
3.6,2024-08-31 10:01:04,0,0,4,Unknown,reviewed,0,199,us,",us,",",origin,phase-data,shakemap,",31,0.053,0.27,75.0,ml,9.724,31.6125,-103.986,37,North America,United States of America (the),Texas,-300,2024,8,31
3.6,2024-08-31 07:56:25,0,0,4,Unknown,reviewed,0,199,us,",us,",",origin,phase-data,shakemap,",54,0.14,0.56,54.0,ml,9.194,31.6465,-104.339,58,North America,United States of America (the),Texas,-300,2024,8,31
3.3,2024-08-31 07:56:24,0,0,4,Unknown,reviewed,0,168,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",34,0.1,0.2,69.0,ml,6.0999,31.663,-104.37,56,North America,United States of America (the),Texas,-300,2024,8,31
3.9,2024-08-28 19:57:22,0,0,4,Unknown,reviewed,0,234,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",32,0.1,0.2,57.0,ml,6.7664,31.663,-104.363,56,North America,United States of America (the),Texas,-300,2024,8,28
3.31,2024-08-28 12:43:01,298,3,3,Unknown,reviewed,0,267,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",129,0.03591,0.2,14.0,ml,15.85,33.6755,-116.723,7,North America,United States of America (the),California,-420,2024,8,28
3.9,2024-08-25 05:13:45,12,3,4,green,reviewed,0,237,nn,",nn,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",14,0.06,0.1836,54.74,ml,4.2,38.6738,-118.545,17,North America,United States of America (the),Nevada,-420,2024,8,25
3.4,2024-08-24 14:05:18,0,0,3,Unknown,reviewed,0,178,nn,",nn,us,",",moment-tensor,origin,phase-data,shakemap,",16,0.062,0.1843,40.89,ml,5.7,38.6698,-118.546,17,North America,United States of America (the),Nevada,-420,2024,8,24
3.3,2024-08-24 13:57:04,0,0,3,Unknown,reviewed,0,168,nn,",nn,us,",",moment-tensor,origin,phase-data,shakemap,",11,0.059,0.1593,48.94,ml,5.3,38.6825,-118.555,17,North America,United States of America (the),Nevada,-420,2024,8,24
3.2,2024-08-24 13:57:04,0,0,3,Unknown,reviewed,0,158,us,",us,",",origin,phase-data,shakemap,",22,0.318,0.61,70.0,ml,9.426,38.6833,-118.548,18,North America,United States of America (the),Nevada,-420,2024,8,24
3.3,2024-08-24 04:14:00,3,2,3,Unknown,reviewed,0,168,nn,",nn,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",23,0.053,0.1688,48.75,ml,6.7,38.6669,-118.556,17,North America,United States of America (the),Nevada,-420,2024,8,24
4.3,2024-08-23 15:31:58,30,4,4,green,reviewed,0,297,nn,",us,nn,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",13,0.068,0.1639,41.24,ml,5.5,38.6847,-118.564,16,North America,United States of America (the),Nevada,-420,2024,8,23
4.3,2024-08-23 15:31:57,9,4,4,green,reviewed,0,288,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",32,0.332,0.71,88.0,mwr,5.0,38.7101,-118.532,20,North America,United States of America (the),Nevada,-420,2024,8,23
3.3,2024-08-23 14:51:22,3,3,3,Unknown,reviewed,0,168,nn,",nn,us,",",dyfi,origin,phase-data,shakemap,",16,0.059,0.172,48.96,ml,4.7,38.6808,-118.55,17,North America,United States of America (the),Nevada,-420,2024,8,23
3.0,2024-08-23 13:43:06,2,2,3,Unknown,reviewed,0,139,nn,",nn,us,",",dyfi,origin,phase-data,shakemap,",15,0.064,0.1847,92.4,ml,6.0,38.6871,-118.561,17,North America,United States of America (the),Nevada,-420,2024,8,23
3.9,2024-08-23 03:21:38,3,3,5,green,reviewed,0,235,tx,",us,tx,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",36,0.0,0.1,66.0,ml,6.0999,31.656,-104.457,57,North America,United States of America (the),Texas,-300,2024,8,23
4.2,2024-08-23 03:21:38,1,1,4,green,reviewed,0,271,us,",us,",",dyfi,losspager,origin,phase-data,shakemap,",41,0.07,0.5,66.0,ml,5.0,31.6187,-104.443,62,North America,United States of America (the),Texas,-300,2024,8,23
3.8,2024-08-15 22:59:30,5,5,4,Unknown,reviewed,0,225,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",18,0.1,0.1,63.0,ml,8.0078,31.691,-101.701,28,North America,United States of America (the),Texas,-300,2024,8,15
3.29,2024-08-15 18:02:34,12,3,3,Unknown,reviewed,0,170,uu,",uu,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",28,0.06768,0.25,92.0,ml,9.23,37.0675,-112.864,13,North America,United States of America (the),Utah,-360,2024,8,15
3.61,2024-08-15 16:39:31,3877,4,4,Unknown,reviewed,0,610,ci,",ew,ci,us,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",158,0.03404,0.26,33.0,mw,8.38,33.6777,-117.391,6,North America,United States of America (the),California,-420,2024,8,15
4.4,2024-08-14 03:06:35,544,4,4,green,reviewed,0,526,nn,",us,nn,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",43,0.19,0.1326,44.07,ml,13.2,36.61,-115.727,8,North America,United States of America (the),Nevada,-420,2024,8,14
4.1,2024-08-14 03:06:35,110,4,4,green,reviewed,0,306,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",47,0.463,0.65,28.0,ml,19.877,36.633,-115.709,7,North America,United States of America (the),Nevada,-420,2024,8,14
4.39,2024-08-12 19:20:24,24227,5,5,green,reviewed,1,836,ci,",ew,ci,at,us,",",dyfi,focal-mechanism,impact-link,losspager,moment-tensor,nearby-cities,oaf,origin,phase-data,scitech-link,shake-alert,shakemap,",192,0.03299,0.24,24.0,mw,10.98,34.0843,-118.185,4,North America,United States of America (the),California,-420,2024,8,12
3.66,2024-08-11 09:45:13,5,5,4,Unknown,reviewed,0,209,ci,",ew,us,ci,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",32,0.02461,0.14,71.0,mw,5.0,35.9492,-117.679,20,North America,United States of America (the),California,-420,2024,8,11
3.6,2024-08-10 13:34:46,1,2,4,Unknown,reviewed,0,200,us,",us,",",dyfi,origin,phase-data,shakemap,",25,0.283,0.09,44.0,mb_lg,0.739,31.7045,-101.712,28,North America,United States of America (the),Texas,-300,2024,8,10
3.6,2024-08-10 13:34:46,2,3,4,Unknown,reviewed,0,200,tx,",us,tx,",",dyfi,moment-tensor,origin,phase-data,shakemap,",23,0.1,0.1,63.0,ml,5.9326,31.704,-101.708,28,North America,United States of America (the),Texas,-300,2024,8,10
4.44,2024-08-08 02:09:15,760,4,6,green,reviewed,0,630,ci,",ew,ci,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",99,0.04425,0.28,21.0,mw,11.57,35.1017,-119.071,22,North America,United States of America (the),California,-420,2024,8,8
3.78,2024-08-07 23:43:32,335,5,4,Unknown,reviewed,0,397,ci,",ew,ci,us,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",68,0.05153,0.23,42.0,mw,12.24,35.111,-119.117,25,North America,United States of America (the),California,-420,2024,8,7
3.64,2024-08-07 10:39:19,21,4,4,Unknown,reviewed,0,213,ci,",us,ci,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",69,0.06045,0.27,23.0,mw,12.96,35.107,-119.119,25,North America,United States of America (the),California,-420,2024,8,7
3.5,2024-08-07 06:52:28,3,2,4,Unknown,reviewed,0,189,ci,",us,ci,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",95,0.04646,0.25,22.0,mw,12.06,35.1037,-119.101,24,North America,United States of America (the),California,-420,2024,8,7
3.44,2024-08-07 04:46:55,145,5,4,Unknown,reviewed,0,252,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",75,0.04397,0.25,20.0,ml,12.85,35.0965,-119.109,24,North America,United States of America (the),California,-420,2024,8,7
3.58,2024-08-07 04:17:46,24,5,4,Unknown,reviewed,0,209,ci,",ci,us,",",dyfi,nearby-cities,origin,phase-data,scitech-link,shakemap,",44,0.03701,0.26,53.0,ml,10.17,35.097,-119.116,23,North America,United States of America (the),California,-420,2024,8,7
4.06,2024-08-07 04:17:10,267,5,5,green,reviewed,0,387,ci,",ci,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",83,0.05247,0.29,22.0,mw,11.09,35.1085,-119.075,22,North America,United States of America (the),California,-420,2024,8,7
3.22,2024-08-07 04:12:12,3,2,3,Unknown,reviewed,0,160,ci,",us,ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,shakemap,",19,0.02978,0.2,160.0,ml,13.7,35.0813,-119.107,22,North America,United States of America (the),California,-420,2024,8,7
3.6,2024-08-07 04:12:11,3,2,4,Unknown,reviewed,0,200,us,",us,",",dyfi,origin,phase-data,shakemap,",17,0.537,0.41,54.0,ml,10.0,35.0708,-119.065,9,North America,United States of America (the),California,-420,2024,8,7
4.6,2024-08-07 04:10:44,252,4,5,green,reviewed,0,429,ci,",us,ci,",",dyfi,ground-failure,losspager,nearby-cities,origin,phase-data,scitech-link,shakemap,",49,0.05627,0.24,50.0,ml,11.98,35.111,-119.119,25,North America,United States of America (the),California,-420,2024,8,7
5.22,2024-08-07 04:09:56,10498,7,7,green,reviewed,1,1079,ci,",ew,us,ci,at,usauto,",",dyfi,focal-mechanism,ground-failure,impact-link,internal-moment-tensor,losspager,moment-tensor,nearby-cities,oaf,origin,phase-data,scitech-link,shake-alert,shakemap,",101,0.05144,0.26,21.0,mw,11.6,35.1108,-119.092,24,North America,United States of America (the),California,-420,2024,8,7
3.12,2024-08-04 14:10:14,45,4,2,Unknown,reviewed,0,167,ci,",ci,us,",",dyfi,nearby-cities,origin,phase-data,scitech-link,shakemap,",88,0.1959,0.27,151.0,ml,0.8,33.8177,-118.757,22,Unknown,United States of America (the),Unknown,-420,2024,8,4
3.3,2024-08-03 18:35:24,0,0,4,Unknown,reviewed,0,168,tx,",us,tx,",",origin,phase-data,shakemap,",46,0.1,0.1,57.0,ml,6.4075,31.673,-104.369,55,North America,United States of America (the),Texas,-300,2024,8,3
3.4,2024-08-03 17:24:28,0,0,4,Unknown,reviewed,0,178,tx,",us,tx,",",origin,phase-data,shakemap,",39,0.1,0.1,57.0,ml,6.2537,31.667,-104.365,56,North America,United States of America (the),Texas,-300,2024,8,3
3.5,2024-08-03 17:24:28,0,0,4,Unknown,reviewed,0,188,us,",us,",",origin,phase-data,shakemap,",33,0.1,0.3,107.0,ml,9.657,31.647,-104.386,58,North America,United States of America (the),Texas,-300,2024,8,3
3.51,2024-07-29 20:03:33,161,6,4,Unknown,reviewed,0,293,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",56,0.1807,0.16,32.0,ml,2.84,34.9408,-116.799,22,North America,United States of America (the),California,-420,2024,7,29
4.89,2024-07-29 20:00:52,7873,6,5,green,reviewed,0,948,ci,",ew,ci,us,",",dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",53,0.1882,0.16,57.0,mw,7.26,34.9498,-116.79,22,North America,United States of America (the),California,-420,2024,7,29
4.47,2024-07-29 05:29:05,3666,6,5,green,reviewed,0,867,uu,",uu,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",31,0.1214,0.16,71.0,ml,19.57,37.4705,-112.848,24,North America,United States of America (the),Utah,-360,2024,7,29
4.5,2024-07-27 21:08:31,115,7,5,green,reviewed,0,387,tx,",us,tx,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",44,0.1,0.3,38.0,ml,3.4424,31.475,-103.952,13,North America,United States of America (the),Texas,-300,2024,7,27
3.45,2024-07-25 03:49:59,5,3,4,Unknown,reviewed,0,185,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",92,0.07697,0.21,20.0,ml,3.22,33.2223,-116.045,12,North America,United States of America (the),California,-420,2024,7,25
3.4,2024-07-24 04:44:22,0,0,4,Unknown,reviewed,0,178,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",50,0.0,0.2,56.0,ml,5.4333,31.676,-104.41,55,North America,United States of America (the),Texas,-300,2024,7,24
4.4,2024-07-23 16:12:14,5,2,2,green,reviewed,1,299,us,",at,us,",",dyfi,impact-link,losspager,origin,phase-data,shakemap,",109,1.069,0.61,146.0,mb,10.0,50.622,-129.763,192,Unknown,Ocean/Offshore,Unknown,-540,2024,7,23
4.0,2024-07-23 02:31:04,9,4,4,green,reviewed,0,249,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",20,0.11,0.51,110.0,mwr,6.757,31.6529,-104.373,57,North America,United States of America (the),Texas,-300,2024,7,23
4.2,2024-07-23 02:31:04,45,5,5,green,reviewed,0,293,tx,",us,tx,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",35,0.0,0.2,56.0,ml,5.5872,31.676,-104.407,55,North America,United States of America (the),Texas,-300,2024,7,23
3.56,2024-07-21 22:09:54,1242,4,4,Unknown,reviewed,0,575,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",118,0.09,0.25,129.0,ml,11.6,33.8105,-118.468,8,North America,United States of America (the),California,-420,2024,7,21
3.48,2024-07-19 00:48:19,0,0,3,Unknown,reviewed,0,186,ci,",ci,us,",",nearby-cities,origin,phase-data,scitech-link,shakemap,",21,0.1937,0.18,63.0,ml,6.82,31.5693,-115.702,84,North America,Mexico,Estado de Baja California,-420,2024,7,19
3.5,2024-07-17 21:59:27,156,4,3,Unknown,reviewed,0,249,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",130,0.07691,0.2,15.0,ml,13.7,33.197,-116.39,7,North America,United States of America (the),California,-420,2024,7,17
3.01,2024-07-13 20:31:48,109,4,3,Unknown,reviewed,0,184,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",144,0.07935,0.18,17.0,ml,17.18,34.014,-117.019,3,North America,United States of America (the),California,-420,2024,7,13
3.48,2024-07-12 06:16:03,271,3,3,Unknown,reviewed,0,278,uw,",uw,us,",",dyfi,origin,phase-data,shakemap,",122,0.0745,0.12,46.0,ml,14.11,46.3818,-122.33,20,North America,United States of America (the),Washington,-420,2024,7,12
5.2,2024-07-11 16:17:20,5,3,3,green,reviewed,1,417,us,",at,us,usauto,",",dyfi,ground-failure,impact-link,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",40,0.995,0.99,98.0,mww,10.0,48.9111,-128.445,200,Unknown,Ocean/Offshore,Unknown,-540,2024,7,11
6.4,2024-07-11 15:08:47,79,3,4,green,reviewed,1,657,us,",usauto,ew,us,at,pt,",",associate,dyfi,general-link,ground-failure,impact-link,internal-moment-tensor,losspager,moment-tensor,oaf,origin,phase-data,shake-alert,shakemap,",95,0.882,0.94,76.0,mww,10.0,48.8127,-128.725,210,Unknown,Ocean/Offshore,Unknown,-540,2024,7,11
3.3,2024-07-08 21:19:30,0,0,3,Unknown,reviewed,0,168,nn,",nc,nn,us,",",focal-mechanism,moment-tensor,origin,phase-data,shakemap,",13,0.21,0.2364,78.03,ml,5.1,38.2302,-118.798,34,North America,United States of America (the),Nevada,-420,2024,7,8
3.2,2024-07-08 21:15:21,1,2,3,Unknown,reviewed,0,158,nn,",nn,nc,us,",",dyfi,focal-mechanism,origin,phase-data,shakemap,",15,0.179,0.179,69.02,ml,7.4,38.2323,-118.798,33,North America,United States of America (the),Nevada,-420,2024,7,8
3.44,2024-07-08 21:00:44,2,3,3,Unknown,reviewed,0,183,uu,",uu,us,",",dyfi,moment-tensor,origin,phase-data,shakemap,",37,0.1462,0.17,48.0,ml,5.43,39.0397,-111.534,17,North America,United States of America (the),Utah,-360,2024,7,8
3.9,2024-07-07 00:47:25,1,3,4,Unknown,reviewed,0,234,us,",ew,us,ci,",",dyfi,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",82,0.209,1.04,52.0,mwr,10.0,31.5604,-115.544,67,North America,Mexico,Estado de Baja California,-420,2024,7,7
3.8,2024-07-06 11:14:53,0,0,4,Unknown,reviewed,0,222,nn,",nc,nn,us,ew,",",focal-mechanism,moment-tensor,origin,phase-data,shake-alert,shakemap,",17,0.181,0.191,65.83,ml,5.8,38.2737,-118.765,32,North America,United States of America (the),Nevada,-420,2024,7,6
3.8,2024-07-05 10:46:40,131,4,4,Unknown,reviewed,0,269,us,",us,mb,",",dyfi,moment-tensor,origin,phase-data,shakemap,",90,0.201,0.73,41.0,mwr,22.0,47.2889,-113.214,24,North America,United States of America (the),Montana,-360,2024,7,5
5.7,2024-07-04 16:15:08,11,3,3,green,reviewed,1,503,us,",us,at,usauto,pt,",",dyfi,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",84,0.733,1.02,76.0,mww,10.0,48.6926,-129.003,233,Unknown,Ocean/Offshore,Unknown,-540,2024,7,4
3.5,2024-07-03 00:04:35,0,0,4,Unknown,reviewed,0,188,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",32,0.1,0.1,62.0,ml,5.4077,31.666,-104.192,54,North America,United States of America (the),Texas,-300,2024,7,3
3.5,2024-07-03 00:04:35,0,0,4,Unknown,reviewed,0,188,us,",us,",",origin,phase-data,shakemap,",29,0.224,0.34,107.0,ml,10.052,31.6677,-104.195,54,North America,United States of America (the),Texas,-300,2024,7,3
3.7,2024-07-02 23:39:59,0,0,4,Unknown,reviewed,0,211,tx,",us,tx,",",moment-tensor,origin,phase-data,shakemap,",32,0.1,0.1,61.0,ml,5.946,31.669,-104.195,54,North America,United States of America (the),Texas,-300,2024,7,2
3.8,2024-07-02 23:39:59,0,0,4,Unknown,reviewed,0,222,us,",us,",",origin,phase-data,shakemap,",29,0.231,0.3,112.0,ml,8.828,31.6757,-104.202,55,North America,United States of America (the),Texas,-300,2024,7,2
3.01,2024-07-02 08:31:57,115,4,3,Unknown,reviewed,0,189,ci,",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",91,0.03972,0.27,121.0,ml,16.77,34.0745,-119.009,15,North America,United States of America (the),California,-420,2024,7,2
3.5,2024-06-30 05:17:44,0,0,3,Unknown,reviewed,0,188,nn,",nn,us,",",moment-tensor,origin,phase-data,shakemap,",9,0.95,0.1281,49.84,ml,7.5,39.3885,-116.636,33,North America,United States of America (the),Nevada,-420,2024,6,30
4.1,2024-06-29 23:35:33,10,3,3,green,reviewed,0,262,nn,",nn,us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",8,0.962,0.1941,94.69,ml,7.6,39.52,-116.533,35,North America,United States of America (the),Nevada,-420,2024,6,29
5.4,2024-09-11 07:27:59,102,8,6,green,reviewed,0,534,us,",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",102,3.326,1.13,51.0,mb,10.0,31.1773,70.6295,31,Asia,Pakistan,Punjab,300,2024,9,11
